,record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight
2941,2942,5,17,1980,1,PP,M,20.0,17.0
2952,2953,5,17,1980,1,PP,F,20.0,19.0
3061,3062,6,22,1980,21,PP,F,21.0,11.0
3091,3092,6,23,1980,1,PP,F,21.0,7.0
3096,3097,6,23,1980,1,PP,M,21.0,17.0
3169,3170,7,22,1980,1,PP,F,21.0,14.0
3217,3218,8,14,1980,12,PP,F,20.0,13.0
3232,3233,8,14,1980,1,PP,F,21.0,18.0
3255,3256,9,7,1980,20,PP,F,21.0,9.0
3260,3261,9,7,1980,11,PP,F,23.0,16.0
3294,3295,9,8,1980,4,PP,F,22.0,16.0
3300,3301,9,8,1980,12,PP,F,21.0,13.0
3315,3316,9,8,1980,1,PP,F,21.0,14.0
3328,3329,10,11,1980,11,PP,F,21.0,16.0
3401,3402,10,12,1980,5,PP,F,21.0,14.0
3706,3707,1,11,1981,11,PP,F,20.0,14.0
3831,3832,1,31,1981,11,PP,F,21.0,15.0
4056,4057,4,5,1981,1,PP,F,,14.0
4293,4294,4,6,1981,11,PP,F,,15.0
4312,4313,4,6,1981,6,PP,F,,14.0
4368,4369,5,3,1981,12,PP,F,21.0,12.0
4512,4513,6,4,1981,1,PP,F,21.0,10.0
4524,4525,6,4,1981,1,PP,M,21.0,11.0
4527,4528,6,4,1981,1,PP,F,22.0,15.0
4565,4566,6,5,1981,11,PP,F,22.0,18.0
4601,4602,7,7,1981,11,PP,M,20.0,11.0
4620,4621,7,7,1981,11,PP,F,21.0,18.0
4717,4718,7,31,1981,11,PP,F,21.0,18.0
4718,4719,7,31,1981,12,PP,F,19.0,15.0
4737,4738,7,31,1981,1,PP,F,22.0,10.0
4738,4739,7,31,1981,1,PP,F,22.0,11.0
4743,4744,7,31,1981,1,PP,M,22.0,11.0
4779,4780,8,30,1981,1,PP,M,23.0,16.0
4936,4937,10,25,1981,6,PP,M,23.0,17.0
4944,4945,10,26,1981,1,PP,M,24.0,14.0
5596,5597,3,30,1982,1,PP,M,22.0,18.0
5650,5651,3,30,1982,6,PP,M,24.0,20.0
5690,5691,4,28,1982,11,PP,F,22.0,16.0
5705,5706,4,28,1982,12,PP,F,21.0,13.0
5760,5761,4,28,1982,20,PP,F,22.0,19.0
5872,5873,5,21,1982,12,PP,F,22.0,19.0
5904,5905,5,21,1982,20,PP,F,23.0,18.0
5966,5967,5,22,1982,6,PP,F,22.0,17.0
6065,6066,6,29,1982,11,PP,F,,18.0
6078,6079,6,29,1982,12,PP,M,,20.0
6121,6122,6,29,1982,20,PP,F,,13.0
6134,6135,6,29,1982,20,PP,F,,18.0
6147,6148,7,25,1982,2,PP,F,,19.0
6154,6155,7,25,1982,3,PP,F,,15.0
6168,6169,7,25,1982,8,PP,,,15.0
6229,6230,7,26,1982,12,PP,F,,14.0
6243,6244,7,26,1982,10,PP,F,,24.0
6249,6250,7,26,1982,11,PP,F,,18.0
6292,6293,7,27,1982,23,PP,F,,17.0
6339,6340,8,15,1982,12,PP,F,22.0,15.0
6343,6344,8,15,1982,11,PP,F,21.0,19.0
6358,6359,8,15,1982,12,PP,F,23.0,16.0
6377,6378,8,15,1982,21,PP,M,21.0,14.0
6433,6434,8,16,1982,3,PP,M,21.0,12.0
6442,6443,8,16,1982,3,PP,F,21.0,14.0
6462,6463,8,16,1982,8,PP,F,20.0,13.0
6504,6505,8,16,1982,8,PP,F,21.0,16.0
6523,6524,9,18,1982,3,PP,M,21.0,14.0
6578,6579,9,18,1982,1,PP,F,20.0,12.0
6613,6614,9,19,1982,18,PP,F,21.0,11.0
6633,6634,9,19,1982,18,PP,F,22.0,14.0
6654,6655,10,23,1982,12,PP,F,23.0,15.0
7641,7642,4,16,1983,13,PP,M,21.0,16.0
7761,7762,4,17,1983,6,PP,F,21.0,12.0
7797,7798,5,14,1983,12,PP,F,22.0,17.0
7810,7811,5,14,1983,12,PP,M,23.0,15.0
7868,7869,5,14,1983,20,PP,M,22.0,16.0
7892,7893,5,15,1983,1,PP,F,22.0,19.0
7909,7910,5,15,1983,6,PP,F,21.0,19.0
7937,7938,6,17,1983,12,PP,F,22.0,20.0
7995,7996,6,18,1983,1,PP,M,21.0,17.0
8019,8020,6,18,1983,9,PP,F,21.0,18.0
8056,8057,7,16,1983,12,PP,F,23.0,19.0
8098,8099,7,16,1983,12,PP,F,22.0,13.0
8131,8132,7,17,1983,4,PP,M,22.0,13.0
8134,8135,7,17,1983,3,PP,F,22.0,13.0
8138,8139,7,17,1983,9,PP,F,22.0,18.0
8158,8159,8,15,1983,16,PP,M,21.0,15.0
8160,8161,8,15,1983,12,PP,F,22.0,19.0
8195,8196,8,15,1983,12,PP,F,21.0,15.0
8201,8202,8,15,1983,21,PP,F,20.0,14.0
8215,8216,8,16,1983,3,PP,F,22.0,14.0
8251,8252,8,16,1983,6,PP,F,22.0,12.0
8254,8255,8,16,1983,9,PP,F,22.0,18.0
8258,8259,8,16,1983,4,PP,F,22.0,11.0
8261,8262,8,16,1983,9,PP,M,22.0,18.0
8282,8283,9,10,1983,12,PP,F,21.0,14.0
8349,8350,9,11,1983,3,PP,F,22.0,13.0
8350,8351,9,11,1983,9,PP,F,22.0,13.0
8399,8400,9,11,1983,15,PP,F,22.0,14.0
8403,8404,9,11,1983,6,PP,F,22.0,17.0
8404,8405,9,11,1983,2,PP,F,22.0,18.0
8543,8544,10,16,1983,1,PP,F,22.0,12.0
8644,8645,11,13,1983,3,PP,F,22.0,13.0
8966,8967,3,13,1984,15,PP,F,22.0,14.0
8967,8968,3,13,1984,9,PP,F,21.0,11.0
9023,9024,4,10,1984,3,PP,F,23.0,14.0
9041,9042,4,10,1984,9,PP,F,21.0,13.0
9042,9043,4,10,1984,15,PP,F,22.0,15.0
9045,9046,4,10,1984,15,PP,M,24.0,17.0
9109,9110,5,12,1984,12,PP,M,19.0,13.0
9152,9153,5,13,1984,11,PP,M,22.0,16.0
9244,9245,5,28,1984,3,PP,M,21.0,19.0
9246,9247,5,28,1984,9,PP,M,22.0,18.0
9248,9249,5,28,1984,3,PP,F,22.0,23.0
9277,9278,5,28,1984,3,PP,M,23.0,20.0
9326,9327,7,4,1984,3,PP,M,23.0,18.0
9350,9351,7,4,1984,6,PP,F,22.0,15.0
9356,9357,7,4,1984,3,PP,F,22.0,14.0
9362,9363,7,4,1984,8,PP,M,22.0,10.0
9417,9418,8,1,1984,9,PP,F,22.0,16.0
9418,9419,8,1,1984,9,PP,F,19.0,9.0
9422,9423,8,1,1984,13,PP,M,21.0,17.0
9442,9443,8,1,1984,3,PP,F,23.0,17.0
9445,9446,8,1,1984,13,PP,M,20.0,15.0
9472,9473,8,25,1984,22,PP,M,22.0,15.0
9540,9541,9,29,1984,22,PP,,22.0,15.0
9549,9550,9,29,1984,6,PP,M,21.0,17.0
9564,9565,9,30,1984,5,PP,M,22.0,15.0
9622,9623,10,20,1984,6,PP,M,20.0,12.0
10162,10163,4,20,1985,22,PP,M,21.0,14.0
10175,10176,4,20,1985,6,PP,F,21.0,16.0
10258,10259,4,21,1985,3,PP,M,23.0,21.0
10272,10273,4,21,1985,9,PP,F,20.0,10.0
10295,10296,4,21,1985,11,PP,F,21.0,8.0
10314,10315,4,21,1985,3,PP,F,22.0,12.0
10397,10398,5,23,1985,12,PP,F,20.0,13.0
10411,10412,5,24,1985,3,PP,M,21.0,12.0
10432,10433,5,24,1985,3,PP,F,22.0,14.0
10441,10442,5,24,1985,5,PP,F,20.0,17.0
10494,10495,6,16,1985,3,PP,M,18.0,19.0
10509,10510,6,16,1985,3,PP,F,22.0,19.0
10511,10512,6,16,1985,3,PP,M,22.0,19.0
10579,10580,7,24,1985,3,PP,F,20.0,14.0
10590,10591,7,24,1985,3,PP,F,21.0,15.0
10615,10616,7,24,1985,3,PP,M,20.0,16.0
10646,10647,8,19,1985,22,PP,F,22.0,16.0
10664,10665,8,19,1985,22,PP,M,22.0,20.0
10680,10681,8,20,1985,3,PP,F,22.0,14.0
10688,10689,8,20,1985,5,PP,F,22.0,18.0
10711,10712,8,20,1985,3,PP,M,25.0,28.0
10713,10714,8,20,1985,4,PP,F,22.0,15.0
10725,10726,8,20,1985,3,PP,M,20.0,17.0
10733,10734,9,21,1985,22,PP,F,21.0,16.0
10735,10736,9,21,1985,6,PP,F,22.0,17.0
10752,10753,9,21,1985,19,PP,M,23.0,17.0
10769,10770,9,21,1985,22,PP,M,21.0,20.0
10789,10790,9,22,1985,11,PP,M,23.0,16.0
10790,10791,9,22,1985,8,PP,M,22.0,15.0
10821,10822,9,22,1985,3,PP,F,22.0,
10827,10828,9,22,1985,3,PP,F,22.0,16.0
10845,10846,10,12,1985,22,PP,M,21.0,9.0
10848,10849,10,12,1985,22,PP,F,21.0,15.0
11015,11016,11,17,1985,3,PP,F,21.0,12.0
11203,11204,12,8,1985,3,PP,F,22.0,16.0
11284,11285,3,9,1986,3,PP,,,
11292,11293,3,9,1986,11,PP,M,22.0,15.0
11374,11375,4,12,1986,19,PP,M,22.0,17.0
11422,11423,4,13,1986,3,PP,F,22.0,19.0
11432,11433,4,13,1986,3,PP,M,22.0,17.0
11462,11463,5,10,1986,22,PP,F,20.0,16.0
11511,11512,5,11,1986,3,PP,F,23.0,19.0
11586,11587,6,5,1986,3,PP,F,22.0,18.0
11589,11590,6,5,1986,3,PP,F,22.0,14.0
11600,11601,6,5,1986,3,PP,M,21.0,16.0
11622,11623,6,5,1986,3,PP,F,22.0,14.0
11632,11633,7,3,1986,22,PP,F,21.0,18.0
11672,11673,7,3,1986,6,PP,F,21.0,17.0
11711,11712,7,4,1986,3,PP,F,21.0,16.0
11726,11727,7,4,1986,3,PP,F,22.0,20.0
11727,11728,7,4,1986,3,PP,F,22.0,16.0
11740,11741,8,9,1986,20,PP,F,,10.0
11772,11773,8,10,1986,3,PP,F,23.0,
11779,11780,8,10,1986,3,PP,F,23.0,18.0
11784,11785,8,10,1986,3,PP,F,23.0,18.0
11809,11810,9,6,1986,6,PP,F,22.0,17.0
11826,11827,9,6,1986,6,PP,F,21.0,20.0
11849,11850,9,7,1986,3,PP,F,20.0,21.0
11864,11865,9,7,1986,3,PP,F,23.0,17.0
11880,11881,9,7,1986,3,PP,F,22.0,17.0
11920,11921,10,5,1986,8,PP,M,21.0,12.0
12547,12548,4,6,1987,11,PP,M,22.0,19.0
12596,12597,4,6,1987,4,PP,M,22.0,19.0
12624,12625,4,25,1987,12,PP,F,22.0,17.0
12679,12680,4,26,1987,11,PP,M,22.0,21.0
12686,12687,4,26,1987,5,PP,F,21.0,20.0
12692,12693,4,26,1987,3,PP,F,20.0,18.0
12710,12711,4,26,1987,3,PP,M,19.0,19.0
12715,12716,4,26,1987,3,PP,F,24.0,17.0
12807,12808,5,28,1987,19,PP,M,21.0,22.0
12839,12840,5,28,1987,3,PP,M,21.0,19.0
12842,12843,5,28,1987,11,PP,M,24.0,20.0
12901,12902,6,30,1987,12,PP,F,21.0,15.0
12929,12930,6,30,1987,19,PP,M,23.0,21.0
12962,12963,7,1,1987,3,PP,F,23.0,24.0
12973,12974,7,1,1987,3,PP,F,23.0,23.0
13025,13026,7,1,1987,3,PP,M,22.0,17.0
13037,13038,7,25,1987,19,PP,M,,20.0
13039,13040,7,25,1987,6,PP,F,,13.0
13098,13099,7,25,1987,19,PP,F,,14.0
13109,13110,7,26,1987,11,PP,M,,19.0
13114,13115,7,26,1987,3,PP,M,,20.0
13162,13163,7,26,1987,3,PP,F,,19.0
13172,13173,7,26,1987,3,PP,F,,11.0
13178,13179,7,26,1987,3,PP,M,22.0,11.0
13186,13187,7,26,1987,5,PP,F,,21.0
13195,13196,8,25,1987,12,PP,F,22.0,18.0
13238,13239,8,25,1987,6,PP,F,21.0,15.0
13249,13250,8,25,1987,19,PP,F,22.0,15.0
13271,13272,8,26,1987,3,PP,F,22.0,20.0
13279,13280,8,26,1987,3,PP,F,21.0,14.0
13305,13306,8,26,1987,3,PP,F,24.0,20.0
13316,13317,8,26,1987,3,PP,F,21.0,15.0
13338,13339,8,26,1987,3,PP,M,22.0,16.0
13351,13352,9,26,1987,19,PP,,,
13388,13389,9,26,1987,19,PP,F,22.0,16.0
13391,13392,9,26,1987,6,PP,F,21.0,15.0
13415,13416,9,27,1987,3,PP,F,22.0,19.0
13418,13419,9,27,1987,11,PP,M,16.0,21.0
13420,13421,9,27,1987,3,PP,M,23.0,21.0
13422,13423,9,27,1987,5,PP,F,21.0,16.0
13449,13450,9,27,1987,8,PP,M,22.0,16.0
13471,13472,9,27,1987,2,PP,M,21.0,16.0
13474,13475,9,27,1987,2,PP,F,23.0,18.0
13484,13485,9,27,1987,3,PP,M,23.0,16.0
13575,13576,10,25,1987,2,PP,F,24.0,19.0
14266,14267,3,21,1988,3,PP,M,22.0,20.0
14270,14271,3,21,1988,11,PP,M,21.0,18.0
14411,14412,4,19,1988,3,PP,M,22.0,21.0
14430,14431,4,19,1988,11,PP,M,22.0,21.0
14448,14449,4,19,1988,3,PP,M,23.0,22.0
14470,14471,5,14,1988,19,PP,F,22.0,15.0
14486,14487,5,15,1988,11,PP,M,23.0,20.0
14489,14490,5,15,1988,3,PP,M,24.0,22.0
14510,14511,5,15,1988,3,PP,F,24.0,24.0
14525,14526,5,15,1988,3,PP,M,21.0,19.0
14579,14580,6,11,1988,19,PP,F,23.0,20.0
14584,14585,6,11,1988,6,PP,M,22.0,22.0
14600,14601,6,12,1988,3,PP,F,22.0,23.0
14603,14604,6,12,1988,3,PP,M,23.0,22.0
14608,14609,6,12,1988,5,PP,M,22.0,22.0
14620,14621,6,12,1988,11,PP,F,21.0,19.0
14627,14628,6,12,1988,5,PP,F,22.0,24.0
14649,14650,6,12,1988,3,PP,F,24.0,13.0
14665,14666,7,14,1988,6,PP,F,18.0,21.0
14676,14677,7,14,1988,6,PP,F,22.0,21.0
14688,14689,7,14,1988,6,PP,M,23.0,23.0
14689,14690,7,14,1988,19,PP,F,22.0,
14695,14696,7,15,1988,11,PP,F,20.0,18.0
14715,14716,7,15,1988,3,PP,F,24.0,22.0
14716,14717,7,15,1988,5,PP,M,24.0,21.0
14731,14732,7,15,1988,3,PP,M,24.0,18.0
14750,14751,8,9,1988,6,PP,M,20.0,11.0
14766,14767,8,9,1988,19,PP,,,
14769,14770,8,9,1988,6,PP,F,21.0,22.0
14772,14773,8,9,1988,6,PP,F,20.0,10.0
14774,14775,8,9,1988,20,PP,F,22.0,17.0
14775,14776,8,9,1988,19,PP,F,21.0,18.0
14787,14788,8,9,1988,6,PP,F,20.0,11.0
14791,14792,8,10,1988,3,PP,F,22.0,18.0
14792,14793,8,10,1988,11,PP,F,22.0,17.0
14807,14808,8,10,1988,3,PP,F,24.0,12.0
14813,14814,8,10,1988,5,PP,M,22.0,23.0
14820,14821,8,10,1988,3,PP,F,22.0,12.0
14823,14824,8,10,1988,3,PP,M,22.0,9.0
14826,14827,8,10,1988,3,PP,,,
14836,14837,8,10,1988,5,PP,F,22.0,17.0
14837,14838,8,10,1988,3,PP,M,24.0,21.0
14841,14842,8,10,1988,4,PP,F,22.0,14.0
14849,14850,8,10,1988,3,PP,M,22.0,11.0
14852,14853,9,11,1988,6,PP,M,25.0,28.0
14865,14866,9,11,1988,6,PP,F,22.0,17.0
14871,14872,9,11,1988,6,PP,M,23.0,15.0
14887,14888,9,12,1988,3,PP,M,22.0,16.0
14899,14900,9,12,1988,11,PP,F,22.0,16.0
14908,14909,9,12,1988,5,PP,M,24.0,22.0
14912,14913,9,12,1988,4,PP,M,22.0,15.0
14968,14969,10,8,1988,6,PP,F,22.0,16.0
14981,14982,10,9,1988,3,PP,M,22.0,15.0
15764,15765,3,13,1989,5,PP,M,24.0,24.0
15840,15841,4,1,1989,3,PP,M,22.0,18.0
15865,15866,4,1,1989,3,PP,M,23.0,22.0
15867,15868,4,1,1989,3,PP,M,25.0,24.0
15895,15896,4,1,1989,5,PP,M,23.0,25.0
15897,15898,4,1,1989,5,PP,M,21.0,22.0
15899,15900,4,1,1989,4,PP,M,21.0,15.0
15905,15906,4,1,1989,6,PP,F,21.0,16.0
15965,15966,4,2,1989,19,PP,M,22.0,20.0
16043,16044,5,11,1989,6,PP,M,24.0,22.0
16045,16046,5,11,1989,6,PP,F,23.0,19.0
16047,16048,5,11,1989,6,PP,M,22.0,19.0
16197,16198,6,4,1989,5,PP,M,24.0,22.0
16294,16295,7,4,1989,11,PP,M,,16.0
16302,16303,7,4,1989,3,PP,M,,
16320,16321,7,4,1989,5,PP,M,,17.0
16327,16328,7,29,1989,6,PP,F,22.0,19.0
16331,16332,7,29,1989,6,PP,M,19.0,10.0
16352,16353,7,29,1989,1,PP,M,23.0,18.0
16358,16359,7,30,1989,13,PP,F,22.0,19.0
16366,16367,7,30,1989,3,PP,M,20.0,17.0
16387,16388,7,30,1989,3,PP,F,23.0,18.0
16392,16393,7,30,1989,5,PP,M,22.0,17.0
16399,16400,7,30,1989,2,PP,M,24.0,17.0
16416,16417,9,3,1989,6,PP,M,22.0,17.0
16420,16421,9,3,1989,18,PP,F,24.0,15.0
16426,16427,9,3,1989,1,PP,M,24.0,17.0
16446,16447,9,3,1989,6,PP,F,22.0,18.0
16463,16464,9,4,1989,3,PP,F,21.0,16.0
16466,16467,9,4,1989,8,PP,F,23.0,15.0
16477,16478,9,4,1989,8,PP,M,21.0,13.0
16481,16482,9,4,1989,3,PP,M,22.0,16.0
16511,16512,10,7,1989,18,PP,F,22.0,15.0
16523,16524,10,7,1989,3,PP,M,22.0,18.0
16540,16541,10,8,1989,6,PP,F,23.0,18.0
16546,16547,10,8,1989,12,PP,M,22.0,15.0
16547,16548,10,8,1989,6,PP,M,22.0,14.0
16554,16555,10,8,1989,13,PP,M,21.0,14.0
16590,16591,11,4,1989,12,PP,M,23.0,15.0
16648,16649,11,4,1989,6,PP,M,22.0,15.0
16681,16682,11,5,1989,13,PP,M,22.0,14.0
16706,16707,11,5,1989,3,PP,M,20.0,16.0
16719,16720,11,5,1989,3,PP,M,22.0,17.0
16728,16729,11,5,1989,2,PP,M,22.0,15.0
16734,16735,12,4,1989,6,PP,M,22.0,17.0
16958,16959,1,7,1990,13,PP,M,21.0,14.0
17405,17406,4,24,1990,18,PP,F,22.0,18.0
17432,17433,4,26,1990,6,PP,M,22.0,18.0
17433,17434,4,26,1990,6,PP,F,21.0,17.0
17438,17439,4,26,1990,3,PP,F,22.0,18.0
17552,17553,5,25,1990,6,PP,M,20.0,19.0
17560,17561,5,25,1990,3,PP,F,21.0,19.0
17582,17583,6,21,1990,18,PP,M,24.0,11.0
17592,17593,6,21,1990,18,PP,F,24.0,16.0
17643,17644,6,22,1990,3,PP,F,22.0,18.0
17671,17672,7,21,1990,6,PP,M,22.0,20.0
17672,17673,7,21,1990,18,PP,F,21.0,9.0
17676,17677,7,21,1990,18,PP,F,21.0,9.0
17678,17679,7,21,1990,18,PP,F,20.0,10.0
17683,17684,7,21,1990,6,PP,F,21.0,17.0
17698,17699,7,22,1990,3,PP,M,24.0,18.0
17736,17737,8,16,1990,1,PP,M,21.0,10.0
17739,17740,8,16,1990,18,PP,F,21.0,14.0
17743,17744,8,16,1990,6,PP,F,21.0,18.0
17746,17747,8,16,1990,24,PP,M,22.0,20.0
17757,17758,8,16,1990,6,PP,M,22.0,20.0
17770,17771,8,17,1990,3,PP,M,22.0,20.0
17813,17814,8,17,1990,5,PP,M,22.0,17.0
17821,17822,9,22,1990,6,PP,F,,18.0
17828,17829,9,22,1990,1,PP,F,,16.0
17834,17835,9,22,1990,6,PP,F,,16.0
17836,17837,9,22,1990,18,PP,M,,12.0
17847,17848,9,25,1990,3,PP,M,,17.0
17869,17870,9,25,1990,2,PP,M,,18.0
17874,17875,9,25,1990,13,PP,F,,16.0
17879,17880,9,25,1990,5,PP,M,,17.0
17919,17920,10,16,1990,9,PP,M,21.0,14.0
17923,17924,10,16,1990,5,PP,M,22.0,18.0
17941,17942,10,16,1990,3,PP,F,22.0,13.0
18287,18288,1,12,1991,5,PP,F,21.0,15.0
18565,18566,4,19,1991,12,PP,F,22.0,19.0
18584,18585,4,20,1991,6,PP,F,,16.0
18600,18601,4,21,1991,3,PP,M,23.0,23.0
18645,18646,4,21,1991,2,PP,M,20.0,15.0
18661,18662,5,13,1991,1,PP,F,41.0,15.0
18684,18685,5,14,1991,3,PP,M,20.0,24.0
18687,18688,5,14,1991,11,PP,F,22.0,19.0
18689,18690,5,14,1991,6,PP,M,22.0,16.0
18698,18699,5,14,1991,11,PP,M,20.0,16.0
18721,18722,5,14,1991,13,PP,F,20.0,16.0
18722,18723,5,14,1991,3,PP,F,20.0,16.0
18724,18725,5,14,1991,3,PP,F,21.0,28.0
18729,18730,5,14,1991,5,PP,F,23.0,23.0
18745,18746,6,13,1991,1,PP,F,16.0,18.0
18778,18779,6,14,1991,8,PP,F,20.0,16.0
18782,18783,6,14,1991,3,PP,,,
18814,18815,7,12,1991,22,PP,M,22.0,12.0
18821,18822,7,12,1991,18,PP,F,22.0,16.0
18825,18826,7,12,1991,18,PP,F,21.0,24.0
18829,18830,7,12,1991,18,PP,M,20.0,16.0
18830,18831,7,12,1991,17,PP,M,23.0,17.0
18831,18832,7,12,1991,20,PP,M,21.0,14.0
18840,18841,7,12,1991,17,PP,M,21.0,16.0
18847,18848,7,12,1991,2,PP,F,23.0,15.0
18858,18859,7,13,1991,5,PP,F,20.0,13.0
18861,18862,7,13,1991,6,PP,F,20.0,19.0
18864,18865,7,13,1991,6,PP,F,22.0,17.0
18873,18874,7,13,1991,5,PP,F,22.0,16.0
18884,18885,7,13,1991,5,PP,F,21.0,5.0
18890,18891,7,13,1991,15,PP,F,18.0,15.0
18893,18894,7,13,1991,6,PP,F,20.0,19.0
18894,18895,7,13,1991,5,PP,F,21.0,16.0
18895,18896,7,13,1991,4,PP,F,21.0,14.0
18898,18899,7,13,1991,3,PP,M,,19.0
18900,18901,7,13,1991,3,PP,F,19.0,19.0
18915,18916,8,7,1991,20,PP,,,
18918,18919,8,7,1991,17,PP,F,23.0,18.0
18919,18920,8,7,1991,2,PP,F,22.0,14.0
18921,18922,8,7,1991,18,PP,M,22.0,24.0
18925,18926,8,7,1991,18,PP,M,22.0,18.0
18946,18947,8,7,1991,17,PP,M,21.0,16.0
18949,18950,8,7,1991,1,PP,F,18.0,15.0
18956,18957,8,8,1991,13,PP,F,21.0,17.0
18959,18960,8,8,1991,8,PP,F,24.0,16.0
18962,18963,8,8,1991,6,PP,F,11.0,9.0
18964,18965,8,8,1991,3,PP,F,22.0,14.0
18968,18969,8,8,1991,3,PP,,,
18973,18974,8,8,1991,5,PP,F,21.0,20.0
18983,18984,8,8,1991,6,PP,F,22.0,15.0
18985,18986,8,8,1991,6,PP,F,16.0,16.0
18993,18994,8,8,1991,13,PP,F,23.0,16.0
19000,19001,8,8,1991,3,PP,F,21.0,10.0
19008,19009,8,8,1991,3,PP,F,22.0,18.0
19009,19010,8,8,1991,15,PP,M,23.0,18.0
19020,19021,9,9,1991,1,PP,F,14.0,22.0
19026,19027,9,9,1991,1,PP,F,21.0,16.0
19037,19038,9,9,1991,2,PP,F,23.0,15.0
19049,19050,9,10,1991,3,PP,F,24.0,19.0
19050,19051,9,10,1991,11,PP,M,22.0,17.0
19051,19052,9,10,1991,20,PP,M,21.0,14.0
19056,19057,9,10,1991,3,PP,F,22.0,14.0
19075,19076,9,11,1991,13,PP,F,25.0,28.0
19080,19081,9,11,1991,6,PP,F,21.0,16.0
19082,19083,9,11,1991,6,PP,F,21.0,17.0
19087,19088,9,11,1991,13,PP,M,22.0,26.0
19092,19093,9,11,1991,13,PP,F,22.0,15.0
19101,19102,10,10,1991,2,PP,F,21.0,16.0
19107,19108,10,10,1991,21,PP,F,25.0,30.0
19125,19126,10,10,1991,1,PP,F,20.0,14.0
19130,19131,10,10,1991,7,PP,F,21.0,12.0
19134,19135,10,10,1991,22,PP,F,16.0,26.0
19146,19147,10,11,1991,3,PP,F,16.0,28.0
19147,19148,10,11,1991,3,PP,F,16.0,14.0
19148,19149,10,11,1991,6,PP,F,21.0,15.0
19150,19151,10,11,1991,6,PP,M,20.0,14.0
19166,19167,10,11,1991,13,PP,F,21.0,25.0
19167,19168,10,11,1991,13,PP,F,25.0,29.0
19176,19177,10,11,1991,3,PP,F,21.0,16.0
19177,19178,10,11,1991,3,PP,F,21.0,14.0
19182,19183,10,11,1991,4,PP,M,21.0,15.0
19275,19276,11,14,1991,3,PP,F,26.0,27.0
19310,19311,11,14,1991,21,PP,F,15.0,30.0
19326,19327,11,15,1991,6,PP,M,19.0,15.0
19366,19367,11,15,1991,13,PP,M,26.0,29.0
19451,19452,12,7,1991,21,PP,F,16.0,30.0
19483,19484,12,8,1991,6,PP,M,21.0,15.0
19491,19492,12,8,1991,13,PP,,,
19572,19573,1,8,1992,1,PP,F,21.0,15.0
