,record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight
5212,5213,1,24,1982,7,PE,F,19.0,22.0
5224,5225,1,24,1982,24,PE,F,20.0,21.0
5256,5257,1,24,1982,11,PE,M,20.0,23.0
5268,5269,1,25,1982,3,PE,F,19.0,30.0
5272,5273,1,25,1982,15,PE,F,21.0,18.0
5278,5279,1,25,1982,16,PE,M,19.0,23.0
5280,5281,1,25,1982,13,PE,M,18.0,24.0
5293,5294,1,25,1982,15,PE,M,20.0,22.0
5300,5301,1,25,1982,2,PE,M,20.0,23.0
5320,5321,1,25,1982,2,PE,,,
5321,5322,1,25,1982,2,PE,M,20.0,22.0
5322,5323,1,25,1982,16,PE,F,21.0,29.0
5324,5325,1,25,1982,6,PE,M,20.0,22.0
5338,5339,2,22,1982,18,PE,M,18.0,22.0
5342,5343,2,22,1982,24,PE,F,20.0,21.0
5344,5345,2,22,1982,24,PE,M,20.0,22.0
5350,5351,2,22,1982,19,PE,F,21.0,24.0
5370,5371,2,22,1982,20,PE,F,19.0,26.0
5385,5386,2,23,1982,3,PE,F,20.0,19.0
5403,5404,2,23,1982,15,PE,M,19.0,21.0
5405,5406,2,23,1982,15,PE,F,20.0,23.0
5428,5429,2,23,1982,14,PE,M,19.0,21.0
5464,5465,2,23,1982,6,PE,M,21.0,22.0
5467,5468,2,24,1982,7,PE,F,20.0,19.0
5472,5473,2,24,1982,16,PE,M,19.0,20.0
5479,5480,2,24,1982,16,PE,M,18.0,21.0
5483,5484,2,24,1982,2,PE,F,21.0,17.0
5486,5487,2,24,1982,2,PE,M,19.0,23.0
5489,5490,2,24,1982,2,PE,F,19.0,20.0
5492,5493,2,24,1982,2,PE,M,20.0,23.0
5507,5508,3,29,1982,22,PE,M,20.0,22.0
5533,5534,3,29,1982,24,PE,F,18.0,22.0
5536,5537,3,29,1982,22,PE,F,20.0,24.0
5543,5544,3,29,1982,2,PE,F,19.0,23.0
5546,5547,3,29,1982,24,PE,M,20.0,22.0
5559,5560,3,29,1982,23,PE,F,20.0,24.0
5561,5562,3,29,1982,2,PE,M,20.0,23.0
5599,5600,3,30,1982,16,PE,,,
5600,5601,3,30,1982,7,PE,F,19.0,21.0
5629,5630,3,30,1982,14,PE,M,21.0,22.0
5678,5679,3,30,1982,6,PE,F,21.0,21.0
5691,5692,4,28,1982,22,PE,M,21.0,21.0
5695,5696,4,28,1982,24,PE,M,19.0,20.0
5711,5712,4,28,1982,24,PE,F,20.0,11.0
5716,5717,4,28,1982,24,PE,F,19.0,11.0
5720,5721,4,28,1982,24,PE,M,22.0,26.0
5723,5724,4,28,1982,24,PE,F,20.0,21.0
5738,5739,4,28,1982,19,PE,F,20.0,24.0
5746,5747,4,28,1982,17,PE,F,20.0,26.0
5792,5793,4,29,1982,15,PE,M,21.0,12.0
5818,5819,4,29,1982,16,PE,F,21.0,23.0
5828,5829,4,29,1982,7,PE,M,19.0,23.0
5842,5843,5,21,1982,12,PE,M,21.0,26.0
5875,5876,5,21,1982,12,PE,F,20.0,15.0
5892,5893,5,21,1982,13,PE,M,19.0,22.0
5894,5895,5,21,1982,13,PE,M,20.0,21.0
5915,5916,5,22,1982,15,PE,M,21.0,21.0
5917,5918,5,22,1982,3,PE,M,18.0,23.0
5942,5943,5,22,1982,15,PE,M,19.0,11.0
5955,5956,5,22,1982,15,PE,M,18.0,10.0
5961,5962,5,22,1982,15,PE,F,19.0,24.0
5962,5963,5,22,1982,15,PE,M,19.0,22.0
5986,5987,6,28,1982,7,PE,F,,23.0
6018,6019,6,28,1982,15,PE,M,,16.0
6034,6035,6,28,1982,15,PE,M,,22.0
6037,6038,6,28,1982,14,PE,F,,30.0
6041,6042,6,28,1982,7,PE,M,,24.0
6070,6071,6,29,1982,23,PE,M,,21.0
6072,6073,6,29,1982,23,PE,F,,25.0
6077,6078,6,29,1982,16,PE,M,,14.0
6089,6090,6,29,1982,16,PE,F,,14.0
6132,6133,6,29,1982,16,PE,M,,17.0
6156,6157,7,25,1982,3,PE,F,,16.0
6185,6186,7,25,1982,7,PE,F,,18.0
6213,6214,7,25,1982,6,PE,M,,24.0
6214,6215,7,25,1982,2,PE,M,,24.0
6311,6312,7,27,1982,19,PE,M,,
6312,6313,7,27,1982,23,PE,F,,23.0
6317,6318,7,27,1982,16,PE,M,,21.0
6318,6319,7,27,1982,19,PE,M,,22.0
6325,6326,7,27,1982,16,PE,M,,20.0
6338,6339,8,15,1982,23,PE,M,20.0,22.0
6410,6411,8,15,1982,23,PE,F,20.0,22.0
6421,6422,8,15,1982,16,PE,M,20.0,21.0
6431,6432,8,16,1982,3,PE,F,19.0,16.0
6451,6452,8,16,1982,8,PE,F,19.0,21.0
6453,6454,8,16,1982,8,PE,M,20.0,21.0
6495,6496,8,16,1982,2,PE,M,20.0,20.0
6536,6537,9,18,1982,3,PE,M,20.0,19.0
6606,6607,9,19,1982,24,PE,M,20.0,18.0
6624,6625,9,19,1982,24,PE,F,19.0,20.0
6739,6740,10,23,1982,23,PE,F,19.0,24.0
6800,6801,10,24,1982,7,PE,M,20.0,23.0
6803,6804,10,24,1982,24,PE,F,20.0,27.0
6806,6807,10,24,1982,24,PE,M,21.0,22.0
6842,6843,10,24,1982,24,PE,M,21.0,19.0
6908,6909,10,24,1982,7,PE,M,20.0,17.0
6930,6931,10,24,1982,7,PE,F,21.0,19.0
6973,6974,11,21,1982,15,PE,F,21.0,24.0
6991,6992,11,21,1982,24,PE,M,17.0,16.0
7086,7087,11,22,1982,2,PE,M,20.0,23.0
7089,7090,11,22,1982,12,PE,M,19.0,17.0
7310,7311,1,13,1983,2,PE,M,20.0,21.0
7366,7367,2,27,1983,3,PE,M,21.0,20.0
7416,7417,2,27,1983,2,PE,M,19.0,22.0
7439,7440,2,27,1983,2,PE,F,19.0,23.0
7495,7496,3,14,1983,24,PE,F,18.0,20.0
7577,7578,3,15,1983,2,PE,M,21.0,26.0
7606,7607,3,15,1983,14,PE,M,19.0,24.0
7634,7635,4,16,1983,14,PE,M,20.0,26.0
7686,7687,4,16,1983,24,PE,M,21.0,26.0
7704,7705,4,16,1983,14,PE,M,21.0,24.0
7711,7712,4,16,1983,17,PE,F,19.0,18.0
7715,7716,4,17,1983,3,PE,M,20.0,22.0
7728,7729,4,17,1983,15,PE,M,20.0,24.0
7741,7742,4,17,1983,2,PE,F,21.0,19.0
7757,7758,4,17,1983,7,PE,F,,
7785,7786,4,17,1983,7,PE,M,20.0,22.0
7802,7803,5,14,1983,24,PE,M,21.0,24.0
7805,7806,5,14,1983,19,PE,M,21.0,16.0
7807,7808,5,14,1983,16,PE,M,20.0,21.0
7827,7828,5,14,1983,20,PE,F,21.0,30.0
7831,7832,5,14,1983,14,PE,M,19.0,11.0
7851,7852,5,14,1983,16,PE,M,19.0,24.0
7853,7854,5,14,1983,14,PE,M,21.0,24.0
7857,7858,5,14,1983,23,PE,M,20.0,19.0
7866,7867,5,14,1983,20,PE,F,21.0,31.0
7875,7876,5,14,1983,24,PE,F,20.0,24.0
7881,7882,5,15,1983,15,PE,M,20.0,24.0
7897,7898,5,15,1983,10,PE,M,19.0,14.0
7957,7958,6,17,1983,24,PE,M,20.0,13.0
7959,7960,6,17,1983,24,PE,F,18.0,14.0
8197,8198,8,15,1983,23,PE,M,20.0,15.0
8302,8303,9,10,1983,16,PE,M,21.0,20.0
8312,8313,9,10,1983,19,PE,F,21.0,19.0
8464,8465,10,15,1983,19,PE,F,20.0,17.0
8465,8466,10,15,1983,19,PE,M,20.0,20.0
8693,8694,12,8,1983,24,PE,M,21.0,17.0
8697,8698,12,8,1983,24,PE,F,19.0,17.0
8795,8796,12,9,1983,6,PE,F,20.0,21.0
9051,9052,4,10,1984,15,PE,M,20.0,16.0
9065,9066,5,12,1984,24,PE,M,19.0,17.0
9082,9083,5,12,1984,22,PE,F,19.0,26.0
9095,9096,5,12,1984,20,PE,M,18.0,11.0
9108,9109,5,12,1984,20,PE,M,20.0,13.0
9199,9200,5,27,1984,18,PE,M,19.0,18.0
9284,9285,5,28,1984,6,PE,F,19.0,26.0
9302,9303,7,3,1984,24,PE,F,21.0,24.0
9329,9330,7,4,1984,8,PE,M,18.0,20.0
9368,9369,7,4,1984,6,PE,F,20.0,26.0
9405,9406,7,31,1984,19,PE,M,20.0,22.0
9409,9410,7,31,1984,6,PE,F,20.0,25.0
9420,9421,8,1,1984,3,PE,M,20.0,21.0
9438,9439,8,1,1984,15,PE,F,20.0,15.0
9459,9460,8,25,1984,12,PE,M,19.0,22.0
9468,9469,8,25,1984,24,PE,F,,24.0
9559,9560,9,29,1984,6,PE,M,19.0,18.0
9560,9561,9,29,1984,2,PE,M,,
9776,9777,12,31,1984,2,PE,M,19.0,20.0
9779,9780,12,31,1984,2,PE,F,20.0,20.0
9800,9801,1,19,1985,12,PE,M,19.0,12.0
9863,9864,1,20,1985,3,PE,M,18.0,16.0
9882,9883,1,20,1985,3,PE,F,20.0,20.0
9932,9933,2,16,1985,12,PE,M,19.0,40.0
9963,9964,2,16,1985,20,PE,F,,
9974,9975,2,16,1985,6,PE,F,20.0,23.0
9998,9999,2,17,1985,2,PE,M,18.0,16.0
10017,10018,2,17,1985,2,PE,F,20.0,18.0
10039,10040,3,16,1985,24,PE,M,18.0,17.0
10081,10082,3,16,1985,6,PE,M,20.0,15.0
10086,10087,3,17,1985,3,PE,F,20.0,26.0
10096,10097,3,17,1985,3,PE,M,19.0,18.0
10185,10186,4,20,1985,24,PE,M,20.0,21.0
10215,10216,4,20,1985,22,PE,M,19.0,15.0
10249,10250,4,20,1985,6,PE,M,19.0,19.0
10363,10364,4,21,1985,11,PE,F,20.0,27.0
10377,10378,5,23,1985,19,PE,M,19.0,12.0
10384,10385,5,23,1985,18,PE,M,18.0,14.0
10451,10452,6,15,1985,22,PE,F,19.0,28.0
10551,10552,7,23,1985,20,PE,M,20.0,20.0
10586,10587,7,24,1985,11,PE,F,20.0,23.0
10775,10776,9,21,1985,6,PE,M,19.0,22.0
10788,10789,9,22,1985,7,PE,M,19.0,18.0
10799,10800,9,22,1985,7,PE,F,19.0,28.0
10808,10809,9,22,1985,11,PE,F,20.0,38.0
10834,10835,9,22,1985,7,PE,M,20.0,20.0
10839,10840,10,12,1985,12,PE,M,20.0,19.0
10840,10841,10,12,1985,24,PE,F,21.0,24.0
10883,10884,10,12,1985,6,PE,M,19.0,18.0
10895,10896,10,13,1985,11,PE,M,19.0,18.0
10906,10907,10,13,1985,7,PE,M,19.0,19.0
10911,10912,10,13,1985,11,PE,M,20.0,18.0
10925,10926,10,13,1985,7,PE,F,19.0,25.0
10957,10958,10,13,1985,7,PE,M,20.0,21.0
10958,10959,11,16,1985,24,PE,M,20.0,19.0
10964,10965,11,16,1985,20,PE,M,20.0,19.0
11019,11020,11,17,1985,11,PE,M,19.0,19.0
11023,11024,11,17,1985,11,PE,F,20.0,20.0
11058,11059,11,17,1985,7,PE,M,19.0,19.0
11071,11072,11,17,1985,7,PE,M,19.0,17.0
11082,11083,11,17,1985,2,PE,M,21.0,20.0
11083,11084,11,17,1985,2,PE,F,19.0,22.0
11089,11090,11,17,1985,11,PE,F,19.0,20.0
11095,11096,12,7,1985,24,PE,M,19.0,19.0
11114,11115,12,7,1985,21,PE,M,20.0,19.0
11132,11133,12,7,1985,20,PE,F,20.0,13.0
11163,11164,12,8,1985,3,PE,F,20.0,26.0
11192,11193,12,8,1985,11,PE,F,19.0,22.0
11202,11203,12,8,1985,7,PE,F,17.0,19.0
11206,11207,12,8,1985,2,PE,M,18.0,19.0
11224,11225,12,8,1985,7,PE,M,20.0,18.0
11245,11246,3,8,1986,21,PE,F,20.0,25.0
11267,11268,3,8,1986,12,PE,M,19.0,19.0
11278,11279,3,8,1986,6,PE,M,19.0,20.0
11314,11315,3,9,1986,2,PE,M,19.0,19.0
11317,11318,3,9,1986,11,PE,M,20.0,19.0
11335,11336,3,9,1986,7,PE,F,20.0,24.0
11336,11337,3,9,1986,3,PE,F,20.0,22.0
11357,11358,4,12,1986,22,PE,M,19.0,21.0
11372,11373,4,12,1986,22,PE,F,20.0,27.0
11439,11440,5,10,1986,17,PE,F,20.0,29.0
11441,11442,5,10,1986,24,PE,F,21.0,26.0
11474,11475,5,10,1986,23,PE,,,
11480,11481,5,10,1986,22,PE,M,21.0,21.0
11482,11483,5,10,1986,6,PE,M,20.0,23.0
11484,11485,5,10,1986,23,PE,M,21.0,23.0
11517,11518,5,11,1986,11,PE,M,20.0,21.0
11537,11538,5,11,1986,11,PE,M,18.0,20.0
11567,11568,6,4,1986,23,PE,F,21.0,23.0
11604,11605,6,5,1986,7,PE,F,19.0,23.0
11643,11644,7,3,1986,12,PE,M,18.0,23.0
11718,11719,7,4,1986,7,PE,M,20.0,17.0
11942,11943,10,5,1986,11,PE,F,20.0,22.0
11947,11948,10,5,1986,2,PE,F,21.0,22.0
12074,12075,12,14,1986,24,PE,F,21.0,25.0
12121,12122,12,15,1986,7,PE,F,18.0,25.0
12163,12164,12,15,1986,7,PE,M,19.0,24.0
12174,12175,1,31,1987,18,PE,F,20.0,25.0
12188,12189,1,31,1987,18,PE,M,19.0,27.0
12247,12248,2,1,1987,11,PE,F,21.0,24.0
12279,12280,2,1,1987,2,PE,M,20.0,23.0
12287,12288,2,1,1987,2,PE,F,21.0,22.0
12305,12306,2,1,1987,7,PE,F,20.0,21.0
12309,12310,2,1,1987,7,PE,F,19.0,19.0
12312,12313,2,1,1987,11,PE,M,19.0,20.0
12341,12342,3,1,1987,18,PE,M,18.0,26.0
12416,12417,3,2,1987,11,PE,M,19.0,25.0
12452,12453,3,2,1987,7,PE,F,22.0,38.0
12458,12459,3,2,1987,2,PE,F,22.0,27.0
12475,12476,4,4,1987,23,PE,M,19.0,27.0
12516,12517,4,4,1987,23,PE,M,18.0,25.0
12523,12524,4,4,1987,6,PE,F,19.0,26.0
12525,12526,4,4,1987,14,PE,M,22.0,24.0
12569,12570,4,6,1987,11,PE,M,19.0,25.0
12584,12585,4,6,1987,10,PE,M,18.0,16.0
12587,12588,4,6,1987,13,PE,M,21.0,21.0
12588,12589,4,6,1987,2,PE,M,19.0,22.0
12591,12592,4,6,1987,7,PE,F,21.0,27.0
12606,12607,4,6,1987,7,PE,F,21.0,31.0
12614,12615,4,25,1987,21,PE,F,20.0,11.0
12618,12619,4,25,1987,18,PE,F,21.0,22.0
12627,12628,4,25,1987,19,PE,F,19.0,15.0
12634,12635,4,25,1987,19,PE,M,19.0,18.0
12635,12636,4,25,1987,20,PE,M,19.0,18.0
12636,12637,4,25,1987,17,PE,F,21.0,15.0
12644,12645,4,25,1987,17,PE,M,21.0,17.0
12659,12660,4,25,1987,19,PE,M,19.0,13.0
12674,12675,4,26,1987,10,PE,F,18.0,30.0
12681,12682,4,26,1987,7,PE,F,20.0,31.0
12708,12709,4,26,1987,11,PE,M,18.0,26.0
12719,12720,4,26,1987,13,PE,M,21.0,23.0
12721,12722,4,26,1987,8,PE,M,21.0,18.0
12723,12724,4,26,1987,7,PE,F,20.0,28.0
12730,12731,4,26,1987,2,PE,M,21.0,21.0
12736,12737,5,28,1987,20,PE,M,20.0,20.0
12746,12747,5,28,1987,22,PE,F,,
12769,12770,5,28,1987,15,PE,F,19.0,25.0
12777,12778,5,28,1987,15,PE,M,19.0,18.0
12778,12779,5,28,1987,12,PE,M,19.0,23.0
12797,12798,5,28,1987,24,PE,F,20.0,27.0
12810,12811,5,28,1987,20,PE,F,20.0,17.0
12815,12816,5,28,1987,15,PE,,,
12820,12821,5,28,1987,13,PE,F,19.0,24.0
12837,12838,5,28,1987,19,PE,F,20.0,21.0
12852,12853,5,28,1987,20,PE,M,20.0,18.0
12858,12859,5,28,1987,12,PE,F,19.0,18.0
12862,12863,5,28,1987,19,PE,M,21.0,19.0
12889,12890,6,30,1987,17,PE,F,21.0,23.0
12894,12895,6,30,1987,19,PE,M,18.0,20.0
12904,12905,6,30,1987,24,PE,M,21.0,17.0
12909,12910,6,30,1987,23,PE,M,20.0,24.0
12916,12917,6,30,1987,6,PE,M,20.0,15.0
12935,12936,6,30,1987,23,PE,M,20.0,24.0
12939,12940,6,30,1987,12,PE,F,20.0,21.0
12945,12946,6,30,1987,23,PE,F,19.0,20.0
13009,13010,7,1,1987,2,PE,F,21.0,21.0
13050,13051,7,25,1987,23,PE,F,,21.0
13083,13084,7,25,1987,24,PE,M,,13.0
13086,13087,7,25,1987,20,PE,M,,18.0
13095,13096,7,25,1987,18,PE,F,,25.0
13100,13101,7,25,1987,12,PE,F,,20.0
13102,13103,7,26,1987,2,PE,F,,24.0
13104,13105,7,26,1987,8,PE,,,
13106,13107,7,26,1987,9,PE,F,,20.0
13116,13117,7,26,1987,11,PE,M,,23.0
13126,13127,7,26,1987,9,PE,F,,22.0
13147,13148,7,26,1987,2,PE,M,,17.0
13156,13157,7,26,1987,9,PE,M,,22.0
13167,13168,7,26,1987,8,PE,F,,22.0
13200,13201,8,25,1987,16,PE,M,22.0,23.0
13205,13206,8,25,1987,16,PE,F,22.0,24.0
13211,13212,8,25,1987,16,PE,F,22.0,25.0
13218,13219,8,25,1987,24,PE,F,19.0,29.0
13219,13220,8,25,1987,18,PE,F,20.0,29.0
13237,13238,8,25,1987,20,PE,M,19.0,19.0
13275,13276,8,26,1987,11,PE,M,19.0,15.0
13286,13287,8,26,1987,15,PE,M,20.0,19.0
13306,13307,8,26,1987,7,PE,F,20.0,33.0
13308,13309,8,26,1987,2,PE,M,14.0,19.0
13309,13310,8,26,1987,15,PE,F,21.0,19.0
13322,13323,8,26,1987,7,PE,M,20.0,23.0
13331,13332,8,26,1987,2,PE,F,20.0,27.0
13392,13393,9,26,1987,18,PE,M,20.0,25.0
13394,13395,9,26,1987,20,PE,F,20.0,23.0
13412,13413,9,26,1987,6,PE,F,20.0,24.0
13427,13428,9,27,1987,16,PE,M,21.0,20.0
13442,13443,9,27,1987,15,PE,F,21.0,19.0
13447,13448,9,27,1987,16,PE,F,21.0,17.0
13462,13463,9,27,1987,2,PE,M,20.0,20.0
13478,13479,9,27,1987,7,PE,F,21.0,15.0
13482,13483,9,27,1987,7,PE,M,20.0,18.0
13487,13488,10,24,1987,24,PE,M,21.0,19.0
13491,13492,10,24,1987,12,PE,M,21.0,21.0
13494,13495,10,24,1987,22,PE,M,20.0,21.0
13496,13497,10,24,1987,14,PE,M,22.0,25.0
13497,13498,10,24,1987,18,PE,F,20.0,29.0
13500,13501,10,24,1987,14,PE,M,21.0,21.0
13505,13506,10,24,1987,12,PE,M,22.0,24.0
13517,13518,10,24,1987,24,PE,F,21.0,24.0
13518,13519,10,24,1987,24,PE,M,21.0,22.0
13559,13560,10,24,1987,17,PE,F,19.0,21.0
13560,13561,10,24,1987,6,PE,F,21.0,22.0
13565,13566,10,25,1987,7,PE,F,21.0,17.0
13568,13569,10,25,1987,7,PE,M,20.0,22.0
13581,13582,10,25,1987,3,PE,M,22.0,20.0
13582,13583,10,25,1987,7,PE,F,19.0,22.0
13585,13586,10,25,1987,15,PE,F,19.0,18.0
13591,13592,10,25,1987,3,PE,M,22.0,23.0
13610,13611,10,25,1987,2,PE,M,20.0,20.0
13612,13613,10,25,1987,11,PE,M,20.0,23.0
13624,13625,10,25,1987,7,PE,M,20.0,22.0
13646,13647,11,21,1987,17,PE,M,20.0,17.0
13657,13658,11,21,1987,24,PE,M,19.0,19.0
13660,13661,11,21,1987,6,PE,M,21.0,22.0
13665,13666,11,21,1987,18,PE,M,21.0,21.0
13666,13667,11,21,1987,14,PE,F,21.0,20.0
13675,13676,11,21,1987,14,PE,M,21.0,21.0
13680,13681,11,21,1987,19,PE,F,20.0,25.0
13688,13689,11,21,1987,22,PE,F,20.0,19.0
13703,13704,11,21,1987,20,PE,M,20.0,14.0
13704,13705,11,21,1987,12,PE,M,21.0,20.0
13709,13710,11,21,1987,6,PE,F,20.0,21.0
13739,13740,11,22,1987,9,PE,F,19.0,22.0
13743,13744,11,22,1987,15,PE,F,20.0,17.0
13750,13751,11,22,1987,3,PE,F,21.0,23.0
13763,13764,11,22,1987,7,PE,M,21.0,23.0
13769,13770,11,22,1987,10,PE,F,20.0,18.0
13777,13778,11,22,1987,11,PE,F,20.0,18.0
13779,13780,11,22,1987,2,PE,M,21.0,22.0
13780,13781,11,22,1987,11,PE,M,20.0,18.0
13786,13787,11,22,1987,2,PE,M,20.0,19.0
13790,13791,11,22,1987,2,PE,M,19.0,20.0
13792,13793,11,22,1987,11,PE,F,20.0,23.0
13797,13798,11,22,1987,7,PE,M,20.0,18.0
13816,13817,11,22,1987,3,PE,M,20.0,23.0
13818,13819,11,22,1987,15,PE,M,21.0,20.0
13824,13825,11,22,1987,11,PE,M,21.0,24.0
13830,13831,11,22,1987,2,PE,F,21.0,27.0
13833,13834,11,22,1987,3,PE,M,20.0,22.0
13847,13848,1,23,1988,12,PE,F,21.0,24.0
13869,13870,1,23,1988,6,PE,M,22.0,24.0
13894,13895,1,23,1988,6,PE,M,18.0,18.0
13901,13902,1,23,1988,22,PE,F,22.0,24.0
13907,13908,1,23,1988,6,PE,F,21.0,26.0
13913,13914,1,23,1988,17,PE,M,22.0,22.0
13917,13918,1,24,1988,3,PE,F,20.0,22.0
13918,13919,1,24,1988,7,PE,F,17.0,21.0
13923,13924,1,24,1988,7,PE,M,19.0,25.0
13933,13934,1,24,1988,3,PE,M,22.0,22.0
13959,13960,1,24,1988,2,PE,M,21.0,22.0
13962,13963,1,24,1988,2,PE,M,19.0,22.0
13964,13965,1,24,1988,11,PE,F,21.0,26.0
13985,13986,1,24,1988,2,PE,F,21.0,25.0
13991,13992,1,24,1988,2,PE,M,22.0,24.0
14008,14009,2,21,1988,20,PE,M,21.0,23.0
14017,14018,2,21,1988,6,PE,M,21.0,20.0
14040,14041,2,21,1988,6,PE,M,22.0,23.0
14041,14042,2,21,1988,24,PE,F,21.0,24.0
