,record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight
3114,3115,6,23,1980,13,PF,M,16.0,7.0
3128,3129,7,21,1980,11,PF,M,16.0,7.0
3162,3163,7,22,1980,15,PF,M,16.0,7.0
3171,3172,7,22,1980,13,PF,F,15.0,7.0
3174,3175,7,22,1980,15,PF,F,14.0,8.0
3191,3192,8,13,1980,19,PF,M,15.0,8.0
3220,3221,8,14,1980,15,PF,F,16.0,9.0
3221,3222,8,14,1980,3,PF,M,16.0,10.0
3227,3228,8,14,1980,3,PF,F,16.0,10.0
3229,3230,8,14,1980,13,PF,M,14.0,6.0
3238,3239,8,14,1980,13,PF,F,14.0,10.0
3272,3273,9,7,1980,13,PF,F,15.0,9.0
3274,3275,9,7,1980,19,PF,M,16.0,8.0
3286,3287,9,7,1980,8,PF,M,14.0,8.0
3288,3289,9,7,1980,22,PF,F,16.0,8.0
3293,3294,9,8,1980,15,PF,M,15.0,8.0
3297,3298,9,8,1980,3,PF,M,16.0,10.0
3307,3308,9,8,1980,15,PF,F,15.0,6.0
3312,3313,9,8,1980,15,PF,F,14.0,8.0
3322,3323,9,8,1980,3,PF,F,15.0,6.0
3352,3353,10,11,1980,13,PF,F,14.0,7.0
3354,3355,10,11,1980,1,PF,F,15.0,
3361,3362,10,11,1980,22,PF,F,16.0,8.0
3381,3382,10,12,1980,3,PF,M,16.0,7.0
3385,3386,10,12,1980,18,PF,M,15.0,8.0
3415,3416,11,8,1980,19,PF,M,15.0,7.0
3434,3435,11,8,1980,22,PF,F,16.0,7.0
3435,3436,11,8,1980,8,PF,F,14.0,7.0
3505,3506,11,9,1980,3,PF,M,15.0,6.0
3523,3524,11,9,1980,4,PF,F,15.0,7.0
3537,3538,11,9,1980,3,PF,F,15.0,7.0
3539,3540,11,9,1980,6,PF,M,14.0,7.0
3557,3558,12,15,1980,3,PF,M,15.0,7.0
3577,3578,12,15,1980,4,PF,F,16.0,7.0
3588,3589,12,15,1980,6,PF,F,15.0,7.0
3647,3648,12,16,1980,22,PF,F,16.0,7.0
3660,3661,12,16,1980,19,PF,M,15.0,8.0
3675,3676,12,16,1980,8,PF,F,15.0,7.0
3702,3703,1,11,1981,19,PF,M,15.0,9.0
3782,3783,1,12,1981,15,PF,F,15.0,7.0
3790,3791,1,12,1981,6,PF,M,15.0,8.0
3826,3827,1,31,1981,19,PF,M,15.0,9.0
3829,3830,1,31,1981,22,PF,F,15.0,7.0
3857,3858,1,31,1981,22,PF,M,15.0,8.0
3865,3866,2,1,1981,15,PF,F,15.0,8.0
3902,3903,2,1,1981,6,PF,M,15.0,7.0
3920,3921,3,8,1981,8,PF,M,,6.0
3924,3925,3,8,1981,19,PF,M,16.0,9.0
3981,3982,3,9,1981,3,PF,F,16.0,6.0
3986,3987,3,9,1981,4,PF,F,16.0,9.0
3999,4000,3,9,1981,15,PF,F,16.0,6.0
4001,4002,3,9,1981,3,PF,F,16.0,7.0
4015,4016,4,5,1981,19,PF,M,,9.0
4023,4024,4,5,1981,3,PF,M,,7.0
4051,4052,4,5,1981,3,PF,F,15.0,4.0
4112,4113,4,5,1981,5,PF,F,15.0,5.0
4174,4175,4,5,1981,3,PF,F,,8.0
4180,4181,4,5,1981,22,PF,F,,8.0
4201,4202,4,6,1981,15,PF,M,,8.0
4282,4283,4,6,1981,2,PF,M,,5.0
4289,4290,4,6,1981,4,PF,,,4.0
4356,4357,5,3,1981,21,PF,M,14.0,7.0
4402,4403,5,3,1981,19,PF,M,,9.0
4447,4448,5,4,1981,5,PF,M,15.0,7.0
4454,4455,5,4,1981,3,PF,M,15.0,7.0
4459,4460,5,4,1981,9,PF,M,14.0,6.0
4465,4466,5,4,1981,4,PF,F,14.0,8.0
4473,4474,5,4,1981,15,PF,M,14.0,7.0
4483,4484,5,4,1981,5,PF,F,14.0,9.0
4492,4493,6,4,1981,4,PF,M,11.0,6.0
4525,4526,6,4,1981,4,PF,M,15.0,6.0
4526,4527,6,4,1981,15,PF,M,15.0,7.0
4568,4569,6,5,1981,22,PF,F,16.0,7.0
4632,4633,7,7,1981,11,PF,M,16.0,6.0
4656,4657,7,8,1981,5,PF,F,15.0,6.0
4657,4658,7,8,1981,6,PF,F,13.0,5.0
4659,4660,7,8,1981,15,PF,M,15.0,8.0
4660,4661,7,8,1981,8,PF,M,15.0,7.0
4661,4662,7,8,1981,9,PF,F,15.0,8.0
4685,4686,7,8,1981,3,PF,M,16.0,6.0
4695,4696,7,30,1981,5,PF,M,17.0,8.0
4748,4749,7,31,1981,1,PF,F,15.0,6.0
4798,4799,8,31,1981,15,PF,M,16.0,9.0
4923,4924,10,25,1981,14,PF,F,16.0,6.0
4924,4925,10,25,1981,14,PF,F,16.0,8.0
4941,4942,10,26,1981,8,PF,F,15.0,9.0
4967,4968,11,22,1981,21,PF,M,16.0,8.0
5020,5021,11,23,1981,3,PF,F,16.0,6.0
5052,5053,11,23,1981,13,PF,F,17.0,8.0
5057,5058,11,23,1981,8,PF,M,16.0,7.0
5065,5066,11,23,1981,6,PF,M,17.0,7.0
5080,5081,12,30,1981,19,PF,M,18.0,8.0
5086,5087,12,30,1981,21,PF,F,15.0,7.0
5098,5099,12,30,1981,21,PF,M,16.0,8.0
5109,5110,12,30,1981,21,PF,F,17.0,7.0
5131,5132,12,31,1981,13,PF,F,15.0,7.0
5135,5136,12,31,1981,14,PF,M,17.0,7.0
5164,5165,1,1,1982,3,PF,M,15.0,6.0
5201,5202,1,24,1982,19,PF,M,15.0,7.0
5247,5248,1,24,1982,21,PF,,,
5250,5251,1,24,1982,21,PF,M,16.0,6.0
5279,5280,1,25,1982,3,PF,M,14.0,7.0
5289,5290,1,25,1982,15,PF,F,15.0,7.0
5290,5291,1,25,1982,13,PF,M,15.0,8.0
5297,5298,1,25,1982,13,PF,F,15.0,11.0
5299,5300,1,25,1982,3,PF,F,15.0,7.0
5330,5331,2,22,1982,21,PF,F,14.0,6.0
5345,5346,2,22,1982,21,PF,F,14.0,4.0
5359,5360,2,22,1982,21,PF,M,16.0,8.0
5361,5362,2,22,1982,21,PF,F,16.0,8.0
5374,5375,2,22,1982,21,PF,F,16.0,7.0
5389,5390,2,23,1982,13,PF,M,17.0,8.0
5396,5397,2,23,1982,3,PF,M,16.0,8.0
5397,5398,2,23,1982,15,PF,M,16.0,7.0
5429,5430,2,23,1982,13,PF,F,16.0,6.0
5434,5435,2,23,1982,3,PF,F,16.0,8.0
5512,5513,3,29,1982,21,PF,M,16.0,7.0
5539,5540,3,29,1982,21,PF,F,15.0,6.0
5545,5546,3,29,1982,21,PF,F,16.0,9.0
5555,5556,3,29,1982,21,PF,M,15.0,7.0
5568,5569,3,29,1982,21,PF,F,16.0,8.0
5585,5586,3,29,1982,21,PF,M,15.0,6.0
5587,5588,3,29,1982,21,PF,M,16.0,8.0
5613,5614,3,30,1982,4,PF,F,16.0,6.0
5617,5618,3,30,1982,15,PF,F,16.0,9.0
5649,5650,3,30,1982,3,PF,F,16.0,8.0
5708,5709,4,28,1982,21,PF,F,16.0,9.0
5717,5718,4,28,1982,21,PF,M,17.0,8.0
5780,5781,4,29,1982,15,PF,M,17.0,7.0
5812,5813,4,29,1982,15,PF,F,16.0,6.0
5822,5823,4,29,1982,8,PF,M,16.0,7.0
5827,5828,4,29,1982,5,PF,F,16.0,7.0
5834,5835,5,21,1982,22,PF,M,16.0,7.0
5848,5849,5,21,1982,20,PF,M,16.0,7.0
5861,5862,5,21,1982,20,PF,M,17.0,8.0
5914,5915,5,22,1982,3,PF,F,15.0,7.0
5923,5924,5,22,1982,15,PF,F,16.0,9.0
5943,5944,5,22,1982,15,PF,M,16.0,8.0
5963,5964,5,22,1982,16,PF,F,16.0,8.0
5987,5988,6,28,1982,3,PF,M,16.0,7.0
5988,5989,6,28,1982,6,PF,M,,6.0
5989,5990,6,28,1982,15,PF,F,,7.0
5991,5992,6,28,1982,8,PF,,,
6009,6010,6,28,1982,4,PF,F,16.0,9.0
6012,6013,6,28,1982,6,PF,M,,7.0
6013,6014,6,28,1982,9,PF,,,
6024,6025,6,28,1982,15,PF,,,8.0
6027,6028,6,28,1982,15,PF,M,,8.0
6029,6030,6,28,1982,3,PF,M,17.0,8.0
6045,6046,6,28,1982,15,PF,M,,6.0
6068,6069,6,29,1982,21,PF,M,,8.0
6119,6120,6,29,1982,21,PF,F,,7.0
6126,6127,6,29,1982,21,PF,M,,7.0
6127,6128,6,29,1982,21,PF,M,,7.0
6167,6168,7,25,1982,4,PF,M,,6.0
6176,6177,7,25,1982,3,PF,F,,8.0
6178,6179,7,25,1982,8,PF,M,,8.0
6182,6183,7,25,1982,3,PF,F,,6.0
6194,6195,7,25,1982,3,PF,M,,8.0
6204,6205,7,25,1982,3,PF,M,,8.0
6205,6206,7,25,1982,6,PF,F,,15.0
6244,6245,7,26,1982,15,PF,F,,7.0
6246,6247,7,26,1982,14,PF,M,,5.0
6251,6252,7,26,1982,15,PF,M,,8.0
6256,6257,7,26,1982,15,PF,F,,6.0
6266,6267,7,26,1982,18,PF,F,,7.0
6267,6268,7,26,1982,13,PF,M,,9.0
6281,6282,7,26,1982,15,PF,M,,6.0
6303,6304,7,27,1982,19,PF,F,,6.0
6305,6306,7,27,1982,21,PF,M,,8.0
6306,6307,7,27,1982,23,PF,,,
6307,6308,7,27,1982,19,PF,M,,7.0
6315,6316,7,27,1982,21,PF,M,,8.0
6345,6346,8,15,1982,17,PF,F,16.0,6.0
6346,6347,8,15,1982,22,PF,F,15.0,7.0
6353,6354,8,15,1982,21,PF,M,15.0,8.0
6379,6380,8,15,1982,21,PF,F,15.0,7.0
6390,6391,8,15,1982,19,PF,M,16.0,6.0
6398,6399,8,15,1982,21,PF,M,15.0,7.0
6422,6423,8,15,1982,22,PF,M,15.0,6.0
6427,6428,8,16,1982,4,PF,M,15.0,6.0
6430,6431,8,16,1982,15,PF,F,15.0,7.0
6450,6451,8,16,1982,4,PF,F,15.0,7.0
6454,6455,8,16,1982,15,PF,M,16.0,5.0
6456,6457,8,16,1982,2,PF,F,15.0,5.0
6457,6458,8,16,1982,3,PF,M,16.0,8.0
6460,6461,8,16,1982,14,PF,M,14.0,5.0
6461,6462,8,16,1982,3,PF,M,16.0,9.0
6484,6485,8,16,1982,3,PF,M,16.0,7.0
6488,6489,8,16,1982,1,PF,M,16.0,7.0
6506,6507,8,16,1982,15,PF,M,15.0,8.0
6517,6518,9,18,1982,2,PF,F,17.0,6.0
6521,6522,9,18,1982,8,PF,M,15.0,7.0
6576,6577,9,18,1982,3,PF,M,16.0,8.0
6593,6594,9,18,1982,6,PF,M,16.0,6.0
6617,6618,9,19,1982,22,PF,F,15.0,6.0
6619,6620,9,19,1982,22,PF,M,15.0,8.0
6626,6627,9,19,1982,21,PF,F,16.0,6.0
6627,6628,9,19,1982,19,PF,M,16.0,6.0
6631,6632,9,19,1982,22,PF,F,15.0,7.0
6638,6639,9,19,1982,19,PF,M,16.0,7.0
6650,6651,10,23,1982,8,PF,M,16.0,6.0
6674,6675,10,23,1982,23,PF,M,16.0,6.0
6676,6677,10,23,1982,8,PF,M,16.0,7.0
6678,6679,10,23,1982,21,PF,M,15.0,6.0
6698,6699,10,23,1982,19,PF,M,16.0,7.0
6699,6700,10,23,1982,3,PF,F,16.0,7.0
6709,6710,10,23,1982,19,PF,M,17.0,7.0
6711,6712,10,23,1982,15,PF,M,16.0,6.0
6728,6729,10,23,1982,1,PF,M,17.0,7.0
6734,6735,10,23,1982,23,PF,M,16.0,5.0
6735,6736,10,23,1982,8,PF,M,16.0,7.0
6740,6741,10,23,1982,19,PF,F,15.0,6.0
6749,6750,10,23,1982,19,PF,M,16.0,8.0
6753,6754,10,23,1982,3,PF,F,16.0,5.0
6759,6760,10,23,1982,23,PF,M,16.0,7.0
6767,6768,10,23,1982,13,PF,M,16.0,6.0
6771,6772,10,23,1982,3,PF,F,16.0,6.0
6781,6782,10,23,1982,19,PF,M,16.0,7.0
6857,6858,10,24,1982,9,PF,F,16.0,8.0
6862,6863,10,24,1982,4,PF,M,16.0,7.0
6863,6864,10,24,1982,6,PF,F,16.0,9.0
6886,6887,10,24,1982,4,PF,M,16.0,6.0
6891,6892,10,24,1982,20,PF,M,17.0,6.0
6929,6930,10,24,1982,18,PF,M,16.0,7.0
6965,6966,11,21,1982,21,PF,F,16.0,5.0
6982,6983,11,21,1982,22,PF,M,16.0,6.0
6996,6997,11,21,1982,21,PF,M,17.0,6.0
6998,6999,11,21,1982,15,PF,M,16.0,6.0
6999,7000,11,21,1982,21,PF,M,16.0,6.0
7002,7003,11,21,1982,21,PF,F,16.0,6.0
7004,7005,11,21,1982,19,PF,M,16.0,7.0
7011,7012,11,21,1982,20,PF,M,16.0,6.0
7038,7039,11,22,1982,11,PF,F,16.0,6.0
7039,7040,11,22,1982,2,PF,M,15.0,7.0
7040,7041,11,22,1982,4,PF,M,14.0,6.0
7041,7042,11,22,1982,9,PF,M,16.0,6.0
7048,7049,11,22,1982,8,PF,F,16.0,5.0
7062,7063,11,22,1982,9,PF,F,14.0,7.0
7070,7071,11,22,1982,1,PF,M,15.0,6.0
7083,7084,11,22,1982,3,PF,F,16.0,4.0
7084,7085,11,22,1982,4,PF,F,15.0,6.0
7090,7091,11,22,1982,8,PF,M,15.0,6.0
7092,7093,11,22,1982,4,PF,M,15.0,7.0
7107,7108,11,22,1982,12,PF,F,16.0,7.0
7109,7110,11,22,1982,11,PF,M,16.0,6.0
7110,7111,11,22,1982,4,PF,M,15.0,6.0
7121,7122,11,22,1982,8,PF,M,15.0,6.0
7123,7124,11,22,1982,3,PF,M,15.0,6.0
7153,7154,1,12,1983,13,PF,F,15.0,5.0
7200,7201,1,12,1983,11,PF,F,15.0,6.0
7207,7208,1,12,1983,19,PF,M,15.0,5.0
7209,7210,1,12,1983,22,PF,M,16.0,7.0
7253,7254,1,13,1983,4,PF,M,15.0,6.0
7265,7266,1,13,1983,4,PF,M,14.0,6.0
7272,7273,1,13,1983,8,PF,M,15.0,5.0
7274,7275,1,13,1983,3,PF,M,15.0,5.0
7275,7276,1,13,1983,8,PF,F,16.0,6.0
7300,7301,1,13,1983,1,PF,F,16.0,5.0
7346,7347,2,26,1983,19,PF,M,14.0,5.0
7391,7392,2,27,1983,22,PF,M,17.0,7.0
7414,7415,2,27,1983,4,PF,M,16.0,6.0
7420,7421,2,27,1983,3,PF,M,16.0,7.0
7430,7431,2,27,1983,15,PF,M,16.0,6.0
7461,7462,3,14,1983,24,PF,F,15.0,6.0
7467,7468,3,14,1983,19,PF,M,14.0,5.0
7476,7477,3,14,1983,22,PF,M,16.0,7.0
7486,7487,3,14,1983,22,PF,M,16.0,7.0
7490,7491,3,14,1983,21,PF,F,16.0,5.0
7511,7512,3,14,1983,21,PF,M,16.0,7.0
7518,7519,3,14,1983,11,PF,M,17.0,6.0
7548,7549,3,15,1983,3,PF,M,16.0,6.0
7550,7551,3,15,1983,15,PF,M,16.0,6.0
7551,7552,3,15,1983,1,PF,M,15.0,6.0
7566,7567,3,15,1983,9,PF,M,14.0,7.0
7567,7568,3,15,1983,8,PF,F,15.0,7.0
7571,7572,3,15,1983,5,PF,M,16.0,9.0
7580,7581,3,15,1983,15,PF,M,16.0,7.0
7587,7588,3,15,1983,4,PF,M,15.0,5.0
7590,7591,3,15,1983,8,PF,F,16.0,6.0
7592,7593,3,15,1983,15,PF,M,16.0,7.0
7597,7598,3,15,1983,8,PF,F,15.0,5.0
7598,7599,3,15,1983,3,PF,M,16.0,6.0
7602,7603,3,15,1983,3,PF,F,15.0,5.0
7616,7617,3,15,1983,8,PF,M,15.0,6.0
7619,7620,3,15,1983,8,PF,M,14.0,6.0
7638,7639,4,16,1983,19,PF,M,16.0,8.0
7639,7640,4,16,1983,21,PF,M,16.0,8.0
7649,7650,4,16,1983,22,PF,M,17.0,7.0
7659,7660,4,16,1983,19,PF,M,17.0,6.0
7661,7662,4,16,1983,22,PF,M,16.0,7.0
7696,7697,4,16,1983,22,PF,F,17.0,8.0
7699,7700,4,16,1983,21,PF,M,17.0,7.0
7703,7704,4,16,1983,19,PF,M,16.0,6.0
7705,7706,4,16,1983,13,PF,M,17.0,7.0
7706,7707,4,16,1983,24,PF,F,16.0,6.0
7717,7718,4,17,1983,3,PF,F,15.0,5.0
7723,7724,4,17,1983,4,PF,F,16.0,8.0
7724,7725,4,17,1983,15,PF,M,16.0,8.0
7725,7726,4,17,1983,1,PF,M,16.0,7.0
7735,7736,4,17,1983,3,PF,M,16.0,8.0
7745,7746,4,17,1983,15,PF,M,17.0,7.0
7747,7748,4,17,1983,4,PF,F,16.0,7.0
7748,7749,4,17,1983,8,PF,M,16.0,7.0
7750,7751,4,17,1983,3,PF,M,16.0,7.0
7752,7753,4,17,1983,8,PF,M,17.0,7.0
7756,7757,4,17,1983,9,PF,M,17.0,8.0
7766,7767,4,17,1983,3,PF,M,15.0,6.0
7768,7769,4,17,1983,3,PF,M,17.0,9.0
7771,7772,4,17,1983,11,PF,M,16.0,6.0
7776,7777,4,17,1983,8,PF,F,17.0,6.0
7783,7784,4,17,1983,2,PF,M,16.0,7.0
7788,7789,4,17,1983,3,PF,F,16.0,6.0
7799,7800,5,14,1983,19,PF,F,17.0,6.0
7817,7818,5,14,1983,12,PF,M,16.0,7.0
7818,7819,5,14,1983,19,PF,M,15.0,6.0
7824,7825,5,14,1983,19,PF,M,16.0,7.0
7863,7864,5,14,1983,21,PF,M,16.0,8.0
7877,7878,5,14,1983,21,PF,F,17.0,7.0
7878,7879,5,15,1983,6,PF,F,16.0,10.0
7880,7881,5,15,1983,4,PF,M,16.0,7.0
7888,7889,5,15,1983,9,PF,M,16.0,8.0
7899,7900,5,15,1983,15,PF,M,16.0,8.0
7900,7901,5,15,1983,8,PF,M,16.0,7.0
7905,7906,5,15,1983,3,PF,M,16.0,9.0
7908,7909,5,15,1983,3,PF,F,15.0,8.0
7930,7931,5,15,1983,9,PF,M,16.0,7.0
7965,7966,6,17,1983,19,PF,M,15.0,7.0
7977,7978,6,17,1983,21,PF,M,16.0,7.0
7985,7986,6,17,1983,19,PF,F,16.0,7.0
8006,8007,6,18,1983,3,PF,M,15.0,7.0
8012,8013,6,18,1983,3,PF,M,16.0,6.0
8023,8024,6,18,1983,11,PF,M,16.0,7.0
8024,8025,6,18,1983,3,PF,F,16.0,7.0
8025,8026,6,18,1983,6,PF,F,16.0,8.0
8033,8034,6,18,1983,9,PF,M,16.0,9.0
8036,8037,6,18,1983,3,PF,M,17.0,9.0
8059,8060,7,16,1983,19,PF,M,16.0,8.0
8078,8079,7,16,1983,21,PF,F,16.0,7.0
8091,8092,7,16,1983,18,PF,F,14.0,5.0
8101,8102,7,16,1983,3,PF,M,16.0,9.0
8127,8128,7,17,1983,3,PF,F,16.0,7.0
8133,8134,7,17,1983,9,PF,M,15.0,8.0
8219,8220,8,16,1983,11,PF,M,16.0,7.0
8222,8223,8,16,1983,8,PF,F,16.0,8.0
8225,8226,8,16,1983,11,PF,F,16.0,7.0
8229,8230,8,16,1983,3,PF,F,16.0,7.0
8239,8240,8,16,1983,9,PF,M,16.0,8.0
8253,8254,8,16,1983,6,PF,F,15.0,8.0
8256,8257,8,16,1983,3,PF,M,16.0,10.0
8295,8296,9,10,1983,23,PF,M,15.0,7.0
8337,8338,9,11,1983,11,PF,F,16.0,7.0
8352,8353,9,11,1983,8,PF,F,16.0,7.0
8381,8382,9,11,1983,11,PF,M,16.0,7.0
8383,8384,9,11,1983,1,PF,M,16.0,7.0
8396,8397,9,11,1983,6,PF,M,15.0,8.0
8422,8423,10,15,1983,22,PF,M,16.0,6.0
8424,8425,10,15,1983,17,PF,M,16.0,7.0
8461,8462,10,15,1983,21,PF,F,16.0,7.0
8558,8559,11,12,1983,19,PF,M,16.0,6.0
8611,8612,11,12,1983,22,PF,M,16.0,6.0
8624,8625,11,12,1983,21,PF,F,16.0,6.0
8733,8734,12,8,1983,21,PF,F,16.0,7.0
8996,8997,4,9,1984,19,PF,M,16.0,7.0
9015,9016,4,9,1984,21,PF,F,16.0,8.0
9056,9057,5,12,1984,19,PF,M,14.0,7.0
